,FirstName,LastName,Date,Company,SIREN,email,plan,payment,price,Date Added
234,CLAUDE,LEGLISE,2019-02-20,company_234,531527968,c.leglise@company_234.com,pro,card,150.0,2019-02-22
235,LÉA,DESORMEAU,2019-02-21,company_235,428641768,l.desormeau@company_235.com,enterprise,card,600.0,2019-02-22
236,ALAIN,DE ARAUJO,2019-02-21,company_236,314654524,a.de araujo@company_236.com,startup,stripe,50.0,2019-02-22
237,NICOLAS,DE MARTINO,2019-02-21,company_237,591699238,n.de martino@company_237.com,startup,card,50.0,2019-02-22
238,JONATHAN,SPAGGIARI,2019-02-26,company_238,462329376,j.spaggiari@company_238.com,startup,card,50.0,2019-03-01
239,MICHEL,CADOL,2019-02-27,company_239,259916728,m.cadol@company_239.com,startup,card,50.0,2019-03-01
240,NATHALIE,BOTTE,2019-02-27,company_240,376123364,n.botte@company_240.com,startup,card,50.0,2019-03-01
241,NICOLAS,VASNER,2019-02-28,company_241,542565935,n.vasner@company_241.com,enterprise,stripe,600.0,2019-03-01
242,ANITA,BLIN,2019-03-01,company_242,435731368,a.blin@company_242.com,pro,stripe,150.0,2019-03-01
243,RAPHAËL,BOHUON,2019-03-01,company_243,213581259,r.bohuon@company_243.com,startup,card,50.0,2019-03-01
244,CAROLE,GUERIN,2019-03-04,company_244,975326177,c.guerin@company_244.com,startup,card,50.0,2019-03-08
245,PASCAL,GORRAND,2019-03-04,company_245,817251967,p.gorrand@company_245.com,enterprise,card,600.0,2019-03-08
246,QUENTIN,DESNOS,2019-03-05,company_246,416691297,q.desnos@company_246.com,startup,stripe,50.0,2019-03-08
247,PASCAL,BARTHELEMY,2019-03-06,company_247,921319647,p.barthelemy@company_247.com,startup,card,50.0,2019-03-08
248,VANESSA,DUPLAQUET,2019-03-06,company_248,277127591,v.duplaquet@company_248.com,enterprise,card,600.0,2019-03-08
249,CHARLOTTE,MAURIN,2019-03-07,company_249,442264915,c.maurin@company_249.com,startup,card,50.0,2019-03-08
250,LIONEL,COUTANT,2019-03-08,company_250,676788232,l.coutant@company_250.com,enterprise,card,600.0,2019-03-08
251,SOPHIE,MEBROUKI,2019-03-11,company_251,328748377,s.mebrouki@company_251.com,startup,card,50.0,2019-03-15
252,FABIENNE,PLESANT,2019-03-11,company_252,664987725,f.plesant@company_252.com,startup,card,50.0,2019-03-15
253,FRÉDÉRIQUE,RABET,2019-03-12,company_253,641589182,f.rabet@company_253.com,startup,card,50.0,2019-03-15
254,FLORENCE,SORIA,2019-03-13,company_254,284718793,f.soria@company_254.com,startup,stripe,50.0,2019-03-15
255,THIBAULT,BAILLEUX,2019-03-14,company_255,444745859,t.bailleux@company_255.com,pro,card,150.0,2019-03-15
256,MEDHY,JAEGER,2019-03-15,company_256,889974896,m.jaeger@company_256.com,pro,card,150.0,2019-03-15
257,RUDDY,LABOUREY,2019-03-18,company_257,228773512,r.labourey@company_257.com,startup,stripe,50.0,2019-03-22
258,JOCELYNE,DARMIGNY,2019-03-19,company_258,965647642,j.darmigny@company_258.com,startup,card,50.0,2019-03-22
259,ISMAEL,CLAUSS,2019-03-19,company_259,769949473,i.clauss@company_259.com,pro,card,150.0,2019-03-22
260,ARTHUR,BRAISAZ,2019-03-20,company_260,367211196,a.braisaz@company_260.com,startup,card,50.0,2019-03-22
261,EMILIE,LANGOUMOIS,2019-03-20,company_261,677382692,e.langoumois@company_261.com,startup,card,50.0,2019-03-22
262,FRANCINE,CHAILLOU,2019-03-21,company_262,419789675,f.chaillou@company_262.com,pro,card,150.0,2019-03-22
263,CALOGERO,LIENARD,2019-03-22,company_263,311383884,c.lienard@company_263.com,startup,stripe,50.0,2019-03-22
264,LOÏC,BONY,2019-03-22,company_264,574276446,l.bony@company_264.com,startup,stripe,50.0,2019-03-22
265,SYLVIE,MESSAADI,2019-03-25,company_265,568367536,s.messaadi@company_265.com,startup,card,50.0,2019-03-29
266,MATHIEU,BOUDEAU,2019-03-25,company_266,316889985,m.boudeau@company_266.com,startup,card,50.0,2019-03-29
267,BENJAMIN,DUBOST,2019-03-26,company_267,936344141,b.dubost@company_267.com,startup,card,50.0,2019-03-29
268,DENIS,DUPART,2019-03-27,company_268,856896419,d.dupart@company_268.com,startup,card,50.0,2019-03-29
269,NICOLAS,PANDOLF,2019-03-28,company_269,994886435,n.pandolf@company_269.com,startup,card,50.0,2019-03-29
270,NICOLAS,MERLIN,2019-03-28,company_270,371422549,n.merlin@company_270.com,startup,card,50.0,2019-03-29
271,CHRISTOPHE,BERSOULT,2019-03-29,company_271,926589384,c.bersoult@company_271.com,startup,card,50.0,2019-03-29
272,LAURA,REBEYROL,2019-03-29,company_272,911522127,l.rebeyrol@company_272.com,enterprise,stripe,600.0,2019-03-29
273,MÉLISSA,GONSOLIN,2019-04-02,company_273,652619112,m.gonsolin@company_273.com,pro,card,150.0,2019-04-05
274,LUDVINA,REFFAS,2019-04-02,company_274,748129227,l.reffas@company_274.com,startup,stripe,50.0,2019-04-05
275,JEAN,VILLARET,2019-04-02,company_275,858449562,j.villaret@company_275.com,pro,bank,150.0,2019-04-05
276,VINCENT,DUSSAUD,2019-04-05,company_276,996928384,v.dussaud@company_276.com,startup,card,50.0,2019-04-05
277,MICKAEL,KASSIS,2019-04-05,company_277,251783847,m.kassis@company_277.com,startup,card,50.0,2019-04-05
278,GAËTAN,GENEVAUX,2019-04-05,company_278,694111785,g.genevaux@company_278.com,startup,bank,50.0,2019-04-05
279,ARTHUR,RATAJ,2019-04-08,company_279,359148251,a.rataj@company_279.com,startup,card,50.0,2019-04-12
280,LÉO,PROUST,2019-04-09,company_280,335562727,l.proust@company_280.com,pro,stripe,150.0,2019-04-12
281,FRANCK,PANAFIEU,2019-04-09,company_281,412186581,f.panafieu@company_281.com,startup,card,50.0,2019-04-12
282,ANTHONY,GODET,2019-04-10,company_282,587167397,a.godet@company_282.com,startup,card,50.0,2019-04-12
283,ALEXANDRE,ARQUE,2019-04-10,company_283,736591278,a.arque@company_283.com,startup,card,50.0,2019-04-12
284,MAXIME,LEFEBVRE,2019-04-10,company_284,177516241,m.lefebvre@company_284.com,startup,stripe,50.0,2019-04-12
285,SONIA,CARQUIN,2019-04-10,company_285,871569761,s.carquin@company_285.com,enterprise,stripe,600.0,2019-04-12
286,JESSY,COUDERT,2019-04-11,company_286,222275998,j.coudert@company_286.com,startup,card,50.0,2019-04-12
287,VALÉRIE,RAMON,2019-04-12,company_287,162267754,v.ramon@company_287.com,pro,card,150.0,2019-04-12
288,AMANDINE,COUVREUR,2019-04-12,company_288,531559171,a.couvreur@company_288.com,startup,card,50.0,2019-04-12
289,ALEXIS,LEBEAU,2019-04-17,company_289,769398645,a.lebeau@company_289.com,pro,bank,150.0,2019-04-19
290,ALAIN,FLAHAUT,2019-04-19,company_290,559589225,a.flahaut@company_290.com,startup,card,50.0,2019-04-19
291,FRANCKY,KADRI,2019-04-19,company_291,999762541,f.kadri@company_291.com,pro,stripe,150.0,2019-04-19
292,AUDREY,LAMOURET,2019-04-22,company_292,141253819,a.lamouret@company_292.com,startup,stripe,50.0,2019-04-26
293,VALÉRIE,VOITON,2019-04-22,company_293,168254539,v.voiton@company_293.com,pro,card,150.0,2019-04-26
294,ALEXANDRA,HUET,2019-04-24,company_294,594313935,a.huet@company_294.com,startup,stripe,50.0,2019-04-26
295,CORINNE,KRAUS,2019-04-29,company_295,883499326,c.kraus@company_295.com,startup,card,50.0,2019-05-03
296,LAURIE,CARMONA,2019-04-30,company_296,883178118,l.carmona@company_296.com,startup,card,50.0,2019-05-03
297,ALAIN,CHANTEGREL,2019-04-30,company_297,495372248,a.chantegrel@company_297.com,startup,card,50.0,2019-05-03
298,SERGE,PAUL,2019-04-30,company_298,737151161,s.paul@company_298.com,startup,card,50.0,2019-05-03
299,CARLA,TRUCHET,2019-05-02,company_299,222221346,c.truchet@company_299.com,startup,card,50.0,2019-05-03
300,VINCENT,DAHMANI,2019-05-03,company_300,416692868,v.dahmani@company_300.com,startup,card,50.0,2019-05-03
301,NORBERT,GUEZOU,2019-05-03,company_301,865558747,n.guezou@company_301.com,pro,card,150.0,2019-05-03
302,CHRISTINE,DEPRES,2019-05-03,company_302,244948366,c.depres@company_302.com,startup,card,50.0,2019-05-03
303,ALEXANDRE,JAECQUES,2019-05-07,company_303,444399812,a.jaecques@company_303.com,startup,stripe,50.0,2019-05-10
304,NADIA,HERVE,2019-05-07,company_304,135989696,n.herve@company_304.com,startup,bank,50.0,2019-05-10
305,PASCAL,BERNARDES,2019-05-07,company_305,622825148,p.bernardes@company_305.com,startup,stripe,50.0,2019-05-10
306,PHILIPPE,OUSTRY,2019-05-08,company_306,761525788,p.oustry@company_306.com,enterprise,card,600.0,2019-05-10
307,WILLIAMS,LOPEZ,2019-05-10,company_307,192991872,w.lopez@company_307.com,enterprise,bank,600.0,2019-05-10
308,DANY,WARNER,2019-05-10,company_308,869289969,d.warner@company_308.com,startup,bank,50.0,2019-05-10
309,TOUFIK,EGLY,2019-05-13,company_309,972184492,t.egly@company_309.com,startup,card,50.0,2019-05-17
310,CAROLE,PERONNET,2019-05-15,company_310,219272174,c.peronnet@company_310.com,startup,card,50.0,2019-05-17
311,PRESCILIA,TIRARD,2019-05-16,company_311,594157983,p.tirard@company_311.com,pro,card,150.0,2019-05-17
312,ANGÈLE,ROUBELAT,2019-05-16,company_312,171812741,a.roubelat@company_312.com,pro,card,150.0,2019-05-17
313,PHILIPPINE,MONNIN,2019-05-17,company_313,771464866,p.monnin@company_313.com,pro,card,150.0,2019-05-17
314,REGIS,FURGAUT,2019-05-20,company_314,127778125,r.furgaut@company_314.com,startup,card,50.0,2019-05-24
315,ARNAUD,BAAZIZ,2019-05-23,company_315,349412255,a.baaziz@company_315.com,startup,card,50.0,2019-05-24
316,QUENTIN,PELTIER,2019-05-23,company_316,676749686,q.peltier@company_316.com,pro,card,150.0,2019-05-24
317,EMMANUEL,SCHERMESSER,2019-05-24,company_317,761624979,e.schermesser@company_317.com,startup,stripe,50.0,2019-05-24
318,KARINE,PREVOST,2019-05-28,company_318,234624547,k.prevost@company_318.com,startup,card,50.0,2019-05-31
319,ALEXANDRE,LADANT,2019-05-29,company_319,573957736,a.ladant@company_319.com,pro,card,150.0,2019-05-31
320,SANDRINE,BIZOUX,2019-05-30,company_320,565723515,s.bizoux@company_320.com,startup,card,50.0,2019-05-31
321,STÉPHANIE,LEBASTARD,2019-05-31,company_321,569734945,s.lebastard@company_321.com,startup,card,50.0,2019-05-31
322,MEZIANE,GUERRIERI,2019-06-03,company_322,235428649,m.guerrieri@company_322.com,enterprise,stripe,600.0,2019-06-07
323,ROMAIN,MEURANT,2019-06-05,company_323,731217492,r.meurant@company_323.com,pro,card,150.0,2019-06-07
324,HARLEY,QUENAULT,2019-06-06,company_324,715629871,h.quenault@company_324.com,pro,card,150.0,2019-06-07
325,EMANUELLE,CROUTSCH,2019-06-06,company_325,873379544,e.croutsch@company_325.com,startup,bank,50.0,2019-06-07
326,DANIEL,TEA,2019-06-07,company_326,288521366,d.tea@company_326.com,enterprise,stripe,600.0,2019-06-07
327,PATRICK,THIERY,2019-06-07,company_327,113552614,p.thiery@company_327.com,pro,stripe,150.0,2019-06-07
328,FRANCINE,GOSSO,2019-06-10,company_328,778168775,f.gosso@company_328.com,pro,bank,150.0,2019-06-14
329,CHRISTOPHE,CHAT,2019-06-10,company_329,157578386,c.chat@company_329.com,startup,card,50.0,2019-06-14
330,CEDRIC,JOUCLA,2019-06-12,company_330,821837814,c.joucla@company_330.com,startup,stripe,50.0,2019-06-14
331,VINCENT,ARNAUDY,2019-06-17,company_331,492112463,v.arnaudy@company_331.com,enterprise,card,600.0,2019-06-21
332,ARTHUR,BERNIER,2019-06-18,company_332,379816847,a.bernier@company_332.com,startup,stripe,50.0,2019-06-21
333,QUENTIN,JAQUIER,2019-06-18,company_333,617889134,q.jaquier@company_333.com,startup,card,50.0,2019-06-21
334,SABRINA,TRIBOLLET,2019-06-19,company_334,761368811,s.tribollet@company_334.com,pro,card,150.0,2019-06-21
335,LUC,LOGETTE,2019-06-21,company_335,221617874,l.logette@company_335.com,startup,card,50.0,2019-06-21
336,ANGELINE,CLOUTIER,2019-06-25,company_336,386448734,a.cloutier@company_336.com,startup,card,50.0,2019-06-28
337,FANNY,BAYART,2019-06-25,company_337,264281998,f.bayart@company_337.com,startup,card,50.0,2019-06-28
338,ROMANE,ROELLINGER,2019-06-26,company_338,547714688,r.roellinger@company_338.com,startup,bank,50.0,2019-06-28
339,HÉLÈNE,RUELLAN,2019-06-27,company_339,243936919,h.ruellan@company_339.com,startup,card,50.0,2019-06-28
340,SÉBASTIEN,LAHBARI,2019-06-27,company_340,225672626,s.lahbari@company_340.com,startup,stripe,50.0,2019-06-28
341,JULIEN,FUNCK,2019-06-28,company_341,235779122,j.funck@company_341.com,startup,bank,50.0,2019-06-28
342,JEAN-FRANÇOIS,DELJEHIER,2019-07-01,company_342,163983614,j.deljehier@company_342.com,startup,card,50.0,2019-07-05
343,CHRISTINE,FAUCHEREAU,2019-07-02,company_343,258958542,c.fauchereau@company_343.com,startup,bank,50.0,2019-07-05
344,ANAÏS,SEYCHELLES,2019-07-02,company_344,238267899,a.seychelles@company_344.com,enterprise,stripe,600.0,2019-07-05
345,JUSTINE,JASARON,2019-07-03,company_345,594564882,j.jasaron@company_345.com,startup,card,50.0,2019-07-05
346,CARINE,GARNIER,2019-07-04,company_346,769318657,c.garnier@company_346.com,startup,card,50.0,2019-07-05
347,PIERRE,DELILLE,2019-07-05,company_347,266259196,p.delille@company_347.com,pro,card,150.0,2019-07-05
348,ELOISE,MACIEJEWSKI,2019-07-05,company_348,729564113,e.maciejewski@company_348.com,pro,card,150.0,2019-07-05
349,RICHARD,LORENZO,2019-07-08,company_349,634622842,r.lorenzo@company_349.com,startup,stripe,50.0,2019-07-12
350,RÉMY,LENTZ,2019-07-08,company_350,984179859,r.lentz@company_350.com,pro,bank,150.0,2019-07-12
351,JULIEN,ISAUTIER,2019-07-09,company_351,432138556,j.isautier@company_351.com,pro,card,150.0,2019-07-12
352,CHLOÉ,DIABATE,2019-07-10,company_352,231255533,c.diabate@company_352.com,enterprise,card,600.0,2019-07-12
353,NICOLAS,ROPERT,2019-07-10,company_353,827768529,n.ropert@company_353.com,enterprise,card,600.0,2019-07-12
354,SÉBASTIEN,TESSON,2019-07-11,company_354,898536933,s.tesson@company_354.com,startup,card,50.0,2019-07-12
355,CORINNE,RECOUPE,2019-07-11,company_355,995435492,c.recoupe@company_355.com,startup,card,50.0,2019-07-12
356,ARTHUR,GUALBERT,2019-07-12,company_356,486526192,a.gualbert@company_356.com,startup,card,50.0,2019-07-12
357,YOHAN,THOMAS,2019-07-12,company_357,569127561,y.thomas@company_357.com,startup,card,50.0,2019-07-12
358,ALEXANDRA,HUREAU,2019-07-15,company_358,488527165,a.hureau@company_358.com,startup,stripe,50.0,2019-07-19
359,NATHAN,GODARD,2019-07-16,company_359,394662159,n.godard@company_359.com,startup,card,50.0,2019-07-19
360,FLORENCE,LANDAT,2019-07-16,company_360,285638336,f.landat@company_360.com,startup,card,50.0,2019-07-19
361,MICHAEL,ORZEL,2019-07-17,company_361,262828322,m.orzel@company_361.com,startup,card,50.0,2019-07-19
362,JEREMY,LALOUM,2019-07-17,company_362,188662549,j.laloum@company_362.com,startup,card,50.0,2019-07-19
363,KENY,MICOD,2019-07-18,company_363,154284165,k.micod@company_363.com,pro,card,150.0,2019-07-19
364,KATIA,CHATEAUX,2019-07-18,company_364,419766377,k.chateaux@company_364.com,startup,card,50.0,2019-07-19
365,AURELE,RIZZI,2019-07-19,company_365,562584668,a.rizzi@company_365.com,enterprise,bank,600.0,2019-07-19
366,CLARA,ESCOBAR,2019-07-22,company_366,441987992,c.escobar@company_366.com,startup,bank,50.0,2019-07-26
367,YOANN,CHEVRIER,2019-07-23,company_367,467341676,y.chevrier@company_367.com,startup,stripe,50.0,2019-07-26
368,PHILIPPE,HUMBERT,2019-07-23,company_368,157752476,p.humbert@company_368.com,startup,card,50.0,2019-07-26
369,BAPTISTE,TOUATI,2019-07-23,company_369,379571774,b.touati@company_369.com,enterprise,card,600.0,2019-07-26
370,FABIEN,GOULJAR,2019-07-25,company_370,696313562,f.gouljar@company_370.com,pro,card,150.0,2019-07-26
371,PATRICK,CHAVATTE,2019-07-25,company_371,451298698,p.chavatte@company_371.com,pro,stripe,150.0,2019-07-26
372,NATHALIE,QUERE,2019-07-26,company_372,698912232,n.quere@company_372.com,startup,card,50.0,2019-07-26
373,AMANDINE,GUIDA,2019-07-29,company_373,571842434,a.guida@company_373.com,startup,card,50.0,2019-08-02
374,JENNIFER,HUMBERT,2019-07-30,company_374,618465129,j.humbert@company_374.com,startup,card,50.0,2019-08-02
375,LAURIE,DE MALLMANN,2019-07-31,company_375,494826168,l.de mallmann@company_375.com,startup,card,50.0,2019-08-02
376,NICOLAS,RAMDANI,2019-07-31,company_376,657541538,n.ramdani@company_376.com,startup,card,50.0,2019-08-02
377,MICHEL,JAMIS,2019-08-01,company_377,827165531,m.jamis@company_377.com,startup,card,50.0,2019-08-02
378,FABIEN,ARDOUIN,2019-08-01,company_378,885686482,f.ardouin@company_378.com,startup,card,50.0,2019-08-02
379,DAVID,DUBOURG,2019-08-01,company_379,996693947,d.dubourg@company_379.com,startup,card,50.0,2019-08-02
380,SÉBASTIEN,MOREL,2019-08-02,company_380,881663962,s.morel@company_380.com,startup,card,85.0,2019-08-02
381,CATHERINE,BROUSSE,2019-08-02,company_381,998346547,c.brousse@company_381.com,startup,card,85.0,2019-08-02
382,DOLLY,MORIN,2019-08-05,company_382,955177747,d.morin@company_382.com,pro,bank,250.0,2019-08-09
383,ANTOINE,LERMYTTE,2019-08-06,company_383,369382171,a.lermytte@company_383.com,startup,card,85.0,2019-08-09
384,MICKAEL,VIGNOLLE,2019-08-06,company_384,636455192,m.vignolle@company_384.com,startup,bank,85.0,2019-08-09
385,CHEICK,KRSTIC,2019-08-07,company_385,467425337,c.krstic@company_385.com,startup,stripe,85.0,2019-08-09
386,GILBERT,ROQUES,2019-08-07,company_386,971256166,g.roques@company_386.com,pro,card,250.0,2019-08-09
387,BASSMA,MAGRON,2019-08-08,company_387,278763514,b.magron@company_387.com,pro,card,250.0,2019-08-09
388,MATTHIEU,SCHUH,2019-08-08,company_388,296772319,m.schuh@company_388.com,startup,card,85.0,2019-08-09
389,ROMAIN,LE FOL,2019-08-09,company_389,829877867,r.le fol@company_389.com,startup,bank,85.0,2019-08-09
390,CAROLINE,HERNANDEZ,2019-08-09,company_390,537428229,c.hernandez@company_390.com,startup,stripe,85.0,2019-08-09
391,MICKAEL,SIADOUS,2019-08-12,company_391,637996838,m.siadous@company_391.com,pro,bank,250.0,2019-08-16
392,RAYANE,SABOURIN,2019-08-12,company_392,283746633,r.sabourin@company_392.com,pro,card,250.0,2019-08-16
393,STÉPHANIE,SEBIRE,2019-08-13,company_393,236912792,s.sebire@company_393.com,startup,card,85.0,2019-08-16
394,THIERRY,THIZY,2019-08-13,company_394,431959678,t.thizy@company_394.com,startup,card,85.0,2019-08-16
395,EMILE,VILDARY,2019-08-13,company_395,112169834,e.vildary@company_395.com,enterprise,card,750.0,2019-08-16
396,BARBARA,BRUNOT,2019-08-14,company_396,767672274,b.brunot@company_396.com,startup,card,85.0,2019-08-16
397,MICHEL,LY,2019-08-14,company_397,994269893,m.ly@company_397.com,enterprise,card,750.0,2019-08-16
398,JENNIFER,EXCOFFIER,2019-08-14,company_398,726536616,j.excoffier@company_398.com,enterprise,card,750.0,2019-08-16
399,CHARLOTTE,CRISTINELLI,2019-08-15,company_399,724933175,c.cristinelli@company_399.com,startup,bank,85.0,2019-08-16
400,ANNE-ISABELLE,COUSIN,2019-08-15,company_400,328917246,a.cousin@company_400.com,startup,stripe,85.0,2019-08-16
401,CEDRIC,RICHARD,2019-08-16,company_401,915351691,c.richard@company_401.com,pro,card,250.0,2019-08-16
402,AMANDINE,TOURON,2019-08-16,company_402,952413845,a.touron@company_402.com,startup,card,85.0,2019-08-16
403,DENIS,PERONET,2019-08-16,company_403,955432161,d.peronet@company_403.com,startup,bank,85.0,2019-08-16
404,DAMIEN,KULL,2019-08-19,company_404,521269244,d.kull@company_404.com,startup,card,85.0,2019-08-23
405,CHARLÈNE,CASTRIC,2019-08-19,company_405,934961894,c.castric@company_405.com,startup,card,85.0,2019-08-23
406,LOUISE,DOS SANTOS,2019-08-19,company_406,489357746,l.dos santos@company_406.com,pro,card,250.0,2019-08-23
407,STESSY,GAOUA,2019-08-20,company_407,932241677,s.gaoua@company_407.com,pro,stripe,250.0,2019-08-23
408,ROMAIN,MARCHAIS,2019-08-20,company_408,737494877,r.marchais@company_408.com,startup,card,85.0,2019-08-23
409,MIREILLE,ASLAN,2019-08-20,company_409,429821261,m.aslan@company_409.com,startup,card,85.0,2019-08-23
410,JULIE,PHUONG,2019-08-20,company_410,199581875,j.phuong@company_410.com,startup,card,85.0,2019-08-23
411,PATRICIA,MAHOUCHE,2019-08-21,company_411,319456716,p.mahouche@company_411.com,startup,card,85.0,2019-08-23
412,FLORENCE,BRAULT,2019-08-21,company_412,893384741,f.brault@company_412.com,startup,card,85.0,2019-08-23
413,STEVE,GUITTARD,2019-08-22,company_413,225414827,s.guittard@company_413.com,enterprise,card,750.0,2019-08-23
414,AURÉLIE,CARPENTIER,2019-08-22,company_414,348692316,a.carpentier@company_414.com,startup,card,85.0,2019-08-23
415,MARIE-FRANÇOISE,SENTON,2019-08-22,company_415,828853529,m.senton@company_415.com,pro,card,250.0,2019-08-23
416,JOFFREY,TENDIL,2019-08-22,company_416,523748166,j.tendil@company_416.com,startup,bank,85.0,2019-08-23
417,STÉPHANIE,BERGER,2019-08-23,company_417,748587299,s.berger@company_417.com,pro,card,250.0,2019-08-23
418,STANISLAS,GASMI,2019-08-23,company_418,542831545,s.gasmi@company_418.com,startup,card,85.0,2019-08-23
419,DOMINIQUE,GEORGER,2019-08-23,company_419,619813681,d.georger@company_419.com,startup,bank,85.0,2019-08-23
420,LÉA,DUPRE,2019-08-26,company_420,134763547,l.dupre@company_420.com,startup,card,85.0,2019-08-30
421,PHILIPPE,PINAI,2019-08-26,company_421,569918945,p.pinai@company_421.com,pro,card,250.0,2019-08-30
